SKU,Product_Name,Category,Purchase_Price,Selling_Price,Avg_Price,Stock_Qty
SKU-392,Gentle Face Cleanser,Skincare,204.29,273.37,238.83,489
SKU-393,USB-C Charging Cable,Electronics,434.46,662.58,548.52,91
SKU-394,Night Repair Serum,Skincare,197.04,236.65,216.84,961
SKU-395,Extra Virgin Olive Oil,Food,289.83,376.91,333.37,341
SKU-396,Hydrating Moisturizer,Skincare,297.91,370.94,334.42,430
SKU-397,Argan Oil Conditioner,Haircare,184.82,297.18,241.00,629
SKU-398,Sunscreen SPF50,Skincare,477.54,568.30,522.92,675
SKU-399,Night Repair Serum,Skincare,54.91,89.55,72.23,167
SKU-400,Dry Shampoo,Haircare,303.35,425.63,364.49,385
SKU-401,Strengthening Shampoo,Haircare,375.91,519.11,447.51,292
SKU-402,Argan Oil Conditioner,Haircare,320.32,397.90,359.11,608
SKU-403,Waterproof Eyeliner,Cosmetics,176.44,200.33,188.38,11
SKU-404,Night Repair Serum,Skincare,28.72,49.38,39.05,361
SKU-405,Alcohol-Free Toner,Skincare,29.94,43.91,36.92,200
SKU-406,Strengthening Shampoo,Haircare,280.59,350.11,315.35,838
SKU-407,Bluetooth Speaker,Electronics,414.25,629.27,521.76,608
SKU-408,USB-C Charging Cable,Electronics,212.19,290.34,251.26,894
SKU-409,Revitalizing Hair Serum,Haircare,77.87,94.82,86.34,647
SKU-410,Alcohol-Free Toner,Skincare,108.40,131.99,120.20,865
SKU-411,Organic Apple,Food,44.76,67.49,56.12,609
SKU-412,Fresh Milk,Food,108.99,124.51,116.75,358
SKU-413,Whole Wheat Bread,Food,64.42,114.15,89.28,175
SKU-414,Revitalizing Hair Serum,Haircare,290.79,466.97,378.88,384
SKU-415,Dry Shampoo,Haircare,367.60,479.01,423.30,775
SKU-416,Matte Liquid Lipstick,Cosmetics,249.46,364.91,307.18,811
SKU-417,Fresh Milk,Food,295.95,526.98,411.46,210
SKU-418,Whole Wheat Bread,Food,19.58,22.01,20.80,642
SKU-419,Blush Palette,Cosmetics,390.52,516.59,453.56,81
SKU-420,Dry Shampoo,Haircare,37.57,60.86,49.22,580
SKU-421,Wireless Mouse,Electronics,291.50,410.85,351.18,725
SKU-422,Bluetooth Speaker,Electronics,320.57,388.13,354.35,1000
SKU-423,Sunscreen SPF50,Skincare,192.73,268.07,230.40,679
SKU-424,Basmati Rice,Food,125.87,170.75,148.31,834
SKU-425,LED 24-inch Monitor,Electronics,154.78,257.94,206.36,416
SKU-426,Matte Liquid Lipstick,Cosmetics,225.50,375.39,300.44,826
SKU-427,Gentle Face Cleanser,Skincare,36.52,57.47,47.00,441
SKU-428,Heat Protectant Spray,Haircare,429.64,719.52,574.58,243
SKU-429,Portable Power Bank,Electronics,241.14,392.28,316.71,399
SKU-430,Dry Shampoo,Haircare,495.53,625.33,560.43,652
SKU-431,Hydrating Moisturizer,Skincare,27.86,44.28,36.07,243
SKU-432,Fresh Milk,Food,385.08,584.52,484.80,188
SKU-433,Sunscreen SPF50,Skincare,474.84,752.52,613.68,285
SKU-434,Revitalizing Hair Serum,Haircare,120.23,169.69,144.96,49
SKU-435,Volumizing Mascara,Cosmetics,350.51,470.22,410.36,11
SKU-436,Hydrating Moisturizer,Skincare,283.90,485.65,384.78,252
SKU-437,Full Coverage Foundation,Cosmetics,312.53,425.48,369.00,223
SKU-438,Waterproof Eyeliner,Cosmetics,190.78,333.06,261.92,552
SKU-439,Blush Palette,Cosmetics,380.45,552.95,466.70,81
SKU-440,Alcohol-Free Toner,Skincare,26.10,31.85,28.98,760
SKU-441,Matte Liquid Lipstick,Cosmetics,250.04,440.59,345.32,0
SKU-442,Gentle Face Cleanser,Skincare,49.80,68.77,59.28,571
SKU-443,Waterproof Eyeliner,Cosmetics,488.20,738.09,613.14,577
SKU-444,Night Repair Serum,Skincare,197.62,267.73,232.68,776
SKU-445,Dry Shampoo,Haircare,264.08,305.90,284.99,393
SKU-446,Matte Liquid Lipstick,Cosmetics,43.71,77.70,60.70,949
SKU-447,Argan Oil Conditioner,Haircare,315.84,415.70,365.77,258
SKU-448,Sunscreen SPF50,Skincare,134.31,198.54,166.42,366
SKU-449,Portable Power Bank,Electronics,194.20,229.59,211.90,63
SKU-450,Volumizing Mascara,Cosmetics,116.48,183.65,150.06,368
SKU-451,Organic Apple,Food,267.88,324.46,296.17,660
SKU-452,Gentle Face Cleanser,Skincare,292.01,395.83,343.92,612
SKU-453,Sunscreen SPF50,Skincare,482.36,637.49,559.92,859
SKU-454,Revitalizing Hair Serum,Haircare,11.30,14.91,13.10,115
SKU-455,Extra Virgin Olive Oil,Food,171.91,253.82,212.86,644
SKU-456,Strengthening Shampoo,Haircare,163.98,210.59,187.28,551
SKU-457,Full Coverage Foundation,Cosmetics,264.39,352.00,308.20,725
SKU-458,USB-C Charging Cable,Electronics,400.86,635.20,518.03,222
SKU-459,Portable Power Bank,Electronics,416.28,650.49,533.38,8
SKU-460,Volumizing Mascara,Cosmetics,192.16,238.61,215.38,800
SKU-461,Hydrating Moisturizer,Skincare,99.67,130.43,115.05,395
SKU-462,Fresh Milk,Food,299.39,353.08,326.24,139
SKU-463,Heat Protectant Spray,Haircare,444.05,790.38,617.22,947
SKU-464,Night Repair Serum,Skincare,493.39,715.75,604.57,341
SKU-465,Extra Virgin Olive Oil,Food,465.04,622.93,543.98,186
SKU-466,Matte Liquid Lipstick,Cosmetics,47.96,74.78,61.37,528
SKU-467,Bluetooth Speaker,Electronics,45.66,81.15,63.40,166
SKU-468,Whole Wheat Bread,Food,413.15,530.02,471.58,319
SKU-469,Basmati Rice,Food,74.25,100.09,87.17,401
SKU-470,Alcohol-Free Toner,Skincare,11.83,16.50,14.16,970
SKU-471,Organic Apple,Food,15.44,25.22,20.33,731
SKU-472,Full Coverage Foundation,Cosmetics,274.08,431.16,352.62,319
SKU-473,USB-C Charging Cable,Electronics,353.00,522.24,437.62,168
SKU-474,Basmati Rice,Food,350.31,501.42,425.86,528
SKU-475,Extra Virgin Olive Oil,Food,234.03,356.87,295.45,707
SKU-476,Wireless Mouse,Electronics,439.05,603.55,521.30,516
SKU-477,Full Coverage Foundation,Cosmetics,146.61,217.04,181.82,142
SKU-478,Whole Wheat Bread,Food,159.90,278.07,218.98,479
SKU-479,Basmati Rice,Food,250.02,319.36,284.69,405
SKU-480,Dry Shampoo,Haircare,494.27,566.47,530.37,359
SKU-481,Hydrating Moisturizer,Skincare,381.03,465.09,423.06,126
SKU-482,Full Coverage Foundation,Cosmetics,190.81,293.02,241.92,968
SKU-483,Sunscreen SPF50,Skincare,97.39,134.94,116.16,942
SKU-484,Revitalizing Hair Serum,Haircare,250.73,284.90,267.82,548
SKU-485,Dry Shampoo,Haircare,217.99,292.01,255.00,169
SKU-486,Matte Liquid Lipstick,Cosmetics,482.92,608.18,545.55,374
SKU-487,Bluetooth Speaker,Electronics,48.02,61.90,54.96,893
SKU-488,Waterproof Eyeliner,Cosmetics,408.40,653.50,530.95,676
SKU-489,Basmati Rice,Food,102.96,178.61,140.78,527
SKU-490,Extra Virgin Olive Oil,Food,265.52,299.72,282.62,544
SKU-491,Wireless Mouse,Electronics,116.23,133.28,124.76,630
SKU-492,Fresh Milk,Food,99.11,174.26,136.68,246
SKU-493,Heat Protectant Spray,Haircare,120.32,191.67,156.00,603
SKU-494,Portable Power Bank,Electronics,490.75,859.61,675.18,719
SKU-495,Extra Virgin Olive Oil,Food,456.63,557.32,506.98,274
SKU-496,Hydrating Moisturizer,Skincare,412.25,702.65,557.45,146
SKU-497,Gentle Face Cleanser,Skincare,77.24,89.24,83.24,729
SKU-498,Sunscreen SPF50,Skincare,71.94,82.78,77.36,760
SKU-499,Portable Power Bank,Electronics,102.60,114.89,108.74,866
SKU-500,Extra Virgin Olive Oil,Food,91.23,162.34,126.78,408
SKU-501,Organic Apple,Food,378.79,600.44,489.62,518
SKU-502,Gentle Face Cleanser,Skincare,179.77,203.81,191.79,229
SKU-503,USB-C Charging Cable,Electronics,404.88,490.93,447.90,492
SKU-504,Revitalizing Hair Serum,Haircare,208.38,341.37,274.88,105
SKU-505,Alcohol-Free Toner,Skincare,454.22,727.82,591.02,376
SKU-506,Hydrating Moisturizer,Skincare,300.59,457.44,379.02,54
SKU-507,Argan Oil Conditioner,Haircare,130.24,165.75,148.00,937
SKU-508,Heat Protectant Spray,Haircare,212.65,347.30,279.98,161
SKU-509,Portable Power Bank,Electronics,192.30,265.42,228.86,29
SKU-510,LED 24-inch Monitor,Electronics,32.45,42.02,37.24,48
SKU-511,Organic Apple,Food,71.28,112.37,91.82,625
SKU-512,Argan Oil Conditioner,Haircare,347.30,545.90,446.60,501
SKU-513,USB-C Charging Cable,Electronics,103.49,139.07,121.28,631
SKU-514,Revitalizing Hair Serum,Haircare,34.36,55.96,45.16,589
SKU-515,LED 24-inch Monitor,Electronics,389.56,570.31,479.93,974
SKU-516,Organic Apple,Food,79.00,117.40,98.20,104
SKU-517,Fresh Milk,Food,476.67,798.91,637.79,678
SKU-518,USB-C Charging Cable,Electronics,361.55,583.29,472.42,380
SKU-519,Blush Palette,Cosmetics,234.59,416.66,325.62,768
SKU-520,Alcohol-Free Toner,Skincare,37.40,47.53,42.46,112
SKU-521,Matte Liquid Lipstick,Cosmetics,408.50,588.83,498.66,214
SKU-522,Argan Oil Conditioner,Haircare,269.95,394.24,332.10,695
SKU-523,Whole Wheat Bread,Food,104.68,177.08,140.88,876
SKU-524,Basmati Rice,Food,145.72,179.29,162.50,318
SKU-525,Alcohol-Free Toner,Skincare,95.18,109.92,102.55,186
SKU-526,Hydrating Moisturizer,Skincare,362.36,597.05,479.70,559
SKU-527,Fresh Milk,Food,103.62,122.08,112.85,118
SKU-528,Heat Protectant Spray,Haircare,191.00,282.01,236.50,858
SKU-529,Basmati Rice,Food,41.08,53.57,47.32,462
SKU-530,LED 24-inch Monitor,Electronics,76.03,104.93,90.48,166
SKU-531,Hydrating Moisturizer,Skincare,318.18,547.90,433.04,504
SKU-532,Full Coverage Foundation,Cosmetics,307.39,544.64,426.02,993
SKU-533,Heat Protectant Spray,Haircare,469.08,725.88,597.48,631
SKU-534,Blush Palette,Cosmetics,469.26,574.94,522.10,800
SKU-535,Extra Virgin Olive Oil,Food,271.37,353.05,312.21,54
SKU-536,Strengthening Shampoo,Haircare,207.66,256.68,232.17,697
SKU-537,Fresh Milk,Food,272.78,426.42,349.60,953
SKU-538,USB-C Charging Cable,Electronics,382.50,458.58,420.54,569
SKU-539,Blush Palette,Cosmetics,284.25,316.73,300.49,171
SKU-540,LED 24-inch Monitor,Electronics,102.97,161.80,132.38,633
SKU-541,Strengthening Shampoo,Haircare,89.93,152.82,121.38,826
SKU-542,Gentle Face Cleanser,Skincare,452.27,682.32,567.30,244
SKU-543,Waterproof Eyeliner,Cosmetics,305.97,411.02,358.50,736
SKU-544,Basmati Rice,Food,352.03,514.80,433.42,998
SKU-545,Extra Virgin Olive Oil,Food,405.12,503.04,454.08,159
SKU-546,Organic Apple,Food,361.56,601.32,481.44,248
SKU-547,Bluetooth Speaker,Electronics,169.85,281.11,225.48,378
SKU-548,Sunscreen SPF50,Skincare,386.48,566.65,476.56,314
SKU-549,Night Repair Serum,Skincare,371.14,542.67,456.90,858
SKU-550,LED 24-inch Monitor,Electronics,173.51,235.79,204.65,550
SKU-551,Hydrating Moisturizer,Skincare,258.79,464.28,361.54,195
SKU-552,Fresh Milk,Food,97.17,118.45,107.81,519
SKU-553,USB-C Charging Cable,Electronics,155.12,192.92,174.02,470
SKU-554,Blush Palette,Cosmetics,62.95,100.25,81.60,326
SKU-555,Dry Shampoo,Haircare,65.54,115.88,90.71,373
SKU-556,Wireless Mouse,Electronics,209.53,334.27,271.90,331
SKU-557,Argan Oil Conditioner,Haircare,454.87,796.39,625.63,577
SKU-558,Heat Protectant Spray,Haircare,10.55,15.49,13.02,104
SKU-559,Blush Palette,Cosmetics,398.87,706.86,552.86,97
SKU-560,Dry Shampoo,Haircare,85.26,113.18,99.22,482
SKU-561,Wireless Mouse,Electronics,71.09,92.08,81.59,304
SKU-562,Argan Oil Conditioner,Haircare,294.03,466.52,380.28,542
SKU-563,Heat Protectant Spray,Haircare,326.30,447.52,386.91,534
SKU-564,Blush Palette,Cosmetics,480.52,611.10,545.81,180
SKU-565,Volumizing Mascara,Cosmetics,193.17,253.96,223.56,818
SKU-566,Hydrating Moisturizer,Skincare,205.90,360.29,283.10,284
SKU-567,Full Coverage Foundation,Cosmetics,96.30,151.46,123.88,300
SKU-568,Sunscreen SPF50,Skincare,439.05,770.01,604.53,603
SKU-569,Revitalizing Hair Serum,Haircare,146.96,247.89,197.42,7
SKU-570,Volumizing Mascara,Cosmetics,58.48,73.83,66.16,416
SKU-571,Organic Apple,Food,111.15,143.80,127.48,858
SKU-572,Argan Oil Conditioner,Haircare,298.22,421.51,359.86,679
SKU-573,Heat Protectant Spray,Haircare,252.47,454.10,353.28,855
SKU-574,Night Repair Serum,Skincare,168.10,190.26,179.18,507
SKU-575,Alcohol-Free Toner,Skincare,491.11,854.81,672.96,180
SKU-576,Organic Apple,Food,372.68,446.96,409.82,447
SKU-577,Gentle Face Cleanser,Skincare,336.97,573.70,455.34,331
SKU-578,Whole Wheat Bread,Food,348.17,388.55,368.36,224
SKU-579,Basmati Rice,Food,268.94,478.04,373.49,628
SKU-580,Alcohol-Free Toner,Skincare,31.48,53.12,42.30,683
SKU-581,Organic Apple,Food,34.09,39.68,36.89,969
SKU-582,Gentle Face Cleanser,Skincare,426.30,515.40,470.85,838
SKU-583,USB-C Charging Cable,Electronics,303.39,357.07,330.23,677
SKU-584,Portable Power Bank,Electronics,324.61,576.40,450.50,519
SKU-585,Volumizing Mascara,Cosmetics,449.70,774.78,612.24,572
SKU-586,Hydrating Moisturizer,Skincare,174.51,293.26,233.88,651
SKU-587,Full Coverage Foundation,Cosmetics,216.07,348.84,282.46,837
SKU-588,Heat Protectant Spray,Haircare,21.13,23.91,22.52,593
SKU-589,Revitalizing Hair Serum,Haircare,73.14,111.58,92.36,960
SKU-590,Dry Shampoo,Haircare,226.26,383.00,304.63,406
SKU-591,Hydrating Moisturizer,Skincare,438.69,572.24,505.46,28
SKU-592,Argan Oil Conditioner,Haircare,12.70,19.55,16.12,90
SKU-593,Waterproof Eyeliner,Cosmetics,125.22,162.72,143.97,699
SKU-594,Basmati Rice,Food,34.24,50.54,42.39,180
SKU-595,LED 24-inch Monitor,Electronics,454.88,679.17,567.02,694
SKU-596,Organic Apple,Food,282.82,457.22,370.02,173
SKU-597,Bluetooth Speaker,Electronics,183.52,321.15,252.33,603
SKU-598,Whole Wheat Bread,Food,46.33,65.57,55.95,556
SKU-599,Revitalizing Hair Serum,Haircare,113.63,157.91,135.77,57
SKU-600,Dry Shampoo,Haircare,237.63,418.19,327.91,982
SKU-601,Organic Apple,Food,181.71,316.15,248.93,855
SKU-602,Fresh Milk,Food,152.31,240.76,196.54,306
SKU-603,Sunscreen SPF50,Skincare,422.73,648.52,535.62,517
SKU-604,Portable Power Bank,Electronics,480.11,667.60,573.86,281
SKU-605,Extra Virgin Olive Oil,Food,413.28,494.91,454.10,889
SKU-606,Matte Liquid Lipstick,Cosmetics,96.79,107.78,102.28,445
SKU-607,Full Coverage Foundation,Cosmetics,190.38,275.28,232.83,956
SKU-608,USB-C Charging Cable,Electronics,331.45,595.98,463.72,369
SKU-609,Blush Palette,Cosmetics,429.66,607.75,518.71,581
SKU-610,Dry Shampoo,Haircare,480.58,766.17,623.38,958
SKU-611,Organic Apple,Food,75.51,104.91,90.21,674
SKU-612,Full Coverage Foundation,Cosmetics,436.59,710.40,573.50,25
SKU-613,Sunscreen SPF50,Skincare,110.63,194.24,152.44,763
SKU-614,Portable Power Bank,Electronics,299.03,393.05,346.04,272
SKU-615,Extra Virgin Olive Oil,Food,135.49,155.20,145.34,106
SKU-616,Hydrating Moisturizer,Skincare,453.47,815.03,634.25,607
SKU-617,Bluetooth Speaker,Electronics,158.52,281.12,219.82,220
SKU-618,USB-C Charging Cable,Electronics,486.60,687.85,587.22,993
SKU-619,Basmati Rice,Food,358.91,605.24,482.08,211
SKU-620,Dry Shampoo,Haircare,160.46,244.94,202.70,194
SKU-621,Hydrating Moisturizer,Skincare,375.09,440.90,408.00,219
SKU-622,Bluetooth Speaker,Electronics,30.20,37.75,33.98,823
SKU-623,Waterproof Eyeliner,Cosmetics,426.81,730.73,578.77,781
SKU-624,Blush Palette,Cosmetics,44.19,49.83,47.01,264
SKU-625,Alcohol-Free Toner,Skincare,138.35,209.63,173.99,818
SKU-626,Wireless Mouse,Electronics,210.07,246.69,228.38,579
SKU-627,Bluetooth Speaker,Electronics,173.07,203.27,188.17,803
SKU-628,Heat Protectant Spray,Haircare,494.43,566.78,530.60,889
SKU-629,Blush Palette,Cosmetics,487.20,712.24,599.72,461
SKU-630,Alcohol-Free Toner,Skincare,102.64,156.81,129.72,902
SKU-631,Wireless Mouse,Electronics,28.27,39.47,33.87,282
SKU-632,Argan Oil Conditioner,Haircare,174.06,296.44,235.25,314
SKU-633,Sunscreen SPF50,Skincare,472.57,785.24,628.90,476
SKU-634,Night Repair Serum,Skincare,405.07,480.98,443.02,251
SKU-635,Dry Shampoo,Haircare,403.61,595.63,499.62,867
SKU-636,Strengthening Shampoo,Haircare,320.01,377.54,348.78,696
SKU-637,Full Coverage Foundation,Cosmetics,374.80,673.31,524.05,632
SKU-638,Heat Protectant Spray,Haircare,441.04,728.14,584.59,818
SKU-639,Revitalizing Hair Serum,Haircare,299.27,349.03,324.15,701
SKU-640,Extra Virgin Olive Oil,Food,197.83,339.05,268.44,425
SKU-641,Wireless Mouse,Electronics,187.89,258.36,223.12,615
SKU-642,Argan Oil Conditioner,Haircare,459.52,597.03,528.28,519
SKU-643,Waterproof Eyeliner,Cosmetics,315.51,365.60,340.56,903
SKU-644,Blush Palette,Cosmetics,280.04,429.75,354.90,828
SKU-645,Alcohol-Free Toner,Skincare,259.67,318.68,289.18,23
SKU-646,Hydrating Moisturizer,Skincare,395.14,696.80,545.97,444
SKU-647,Argan Oil Conditioner,Haircare,107.27,139.30,123.28,200
SKU-648,Heat Protectant Spray,Haircare,482.23,708.26,595.24,208
SKU-649,Night Repair Serum,Skincare,18.91,25.01,21.96,300
SKU-650,LED 24-inch Monitor,Electronics,75.13,104.96,90.04,169
SKU-651,Wireless Mouse,Electronics,226.89,360.11,293.50,740
SKU-652,Bluetooth Speaker,Electronics,81.87,143.95,112.91,481
SKU-653,Heat Protectant Spray,Haircare,122.15,172.25,147.20,160
SKU-654,Basmati Rice,Food,297.56,355.84,326.70,978
SKU-655,Volumizing Mascara,Cosmetics,455.88,548.35,502.12,78
SKU-656,Organic Apple,Food,195.54,343.04,269.29,292
SKU-657,Full Coverage Foundation,Cosmetics,331.72,394.84,363.28,6
SKU-658,Heat Protectant Spray,Haircare,276.35,309.94,293.14,837
SKU-659,Blush Palette,Cosmetics,144.77,229.15,186.96,859
SKU-660,Dry Shampoo,Haircare,309.60,487.19,398.40,600
SKU-661,Strengthening Shampoo,Haircare,324.42,447.44,385.93,807
SKU-662,Argan Oil Conditioner,Haircare,141.32,210.64,175.98,623
SKU-663,Sunscreen SPF50,Skincare,438.95,769.27,604.11,49
SKU-664,Basmati Rice,Food,41.37,65.73,53.55,681
SKU-665,Volumizing Mascara,Cosmetics,331.11,447.15,389.13,19
SKU-666,Organic Apple,Food,12.66,19.38,16.02,291
SKU-667,Bluetooth Speaker,Electronics,171.17,283.44,227.30,939
SKU-668,Sunscreen SPF50,Skincare,228.99,278.68,253.84,238
SKU-669,Revitalizing Hair Serum,Haircare,467.04,826.92,646.98,498
SKU-670,Volumizing Mascara,Cosmetics,489.54,750.39,619.96,457
SKU-671,Strengthening Shampoo,Haircare,37.90,43.05,40.47,318
SKU-672,Full Coverage Foundation,Cosmetics,119.83,189.35,154.59,521
SKU-673,Heat Protectant Spray,Haircare,101.46,164.05,132.76,71
SKU-674,Basmati Rice,Food,215.19,319.43,267.31,65
SKU-675,Extra Virgin Olive Oil,Food,464.06,820.20,642.13,29
SKU-676,Organic Apple,Food,206.62,335.43,271.02,473
SKU-677,Full Coverage Foundation,Cosmetics,441.08,691.86,566.47,995
SKU-678,Whole Wheat Bread,Food,292.34,488.56,390.45,493
SKU-679,Portable Power Bank,Electronics,137.91,153.41,145.66,705
SKU-680,Extra Virgin Olive Oil,Food,98.39,156.60,127.50,972
SKU-681,Hydrating Moisturizer,Skincare,18.55,22.31,20.43,614
SKU-682,Full Coverage Foundation,Cosmetics,361.70,469.11,415.40,963
SKU-683,USB-C Charging Cable,Electronics,379.60,547.74,463.67,202
SKU-684,Blush Palette,Cosmetics,493.06,857.78,675.42,30
SKU-685,Dry Shampoo,Haircare,150.95,191.41,171.18,216
SKU-686,Organic Apple,Food,46.03,57.76,51.90,856
SKU-687,Gentle Face Cleanser,Skincare,300.27,449.73,375.00,896
SKU-688,Sunscreen SPF50,Skincare,111.33,160.37,135.85,410
SKU-689,Basmati Rice,Food,365.01,547.16,456.08,788
SKU-690,Dry Shampoo,Haircare,58.45,91.51,74.98,635
SKU-691,Organic Apple,Food,118.84,174.34,146.59,47
SKU-692,Bluetooth Speaker,Electronics,397.42,533.58,465.50,655
SKU-693,Heat Protectant Spray,Haircare,161.66,180.82,171.24,524
SKU-694,Basmati Rice,Food,479.88,824.90,652.39,535
SKU-695,Extra Virgin Olive Oil,Food,324.29,469.03,396.66,884
SKU-696,Wireless Mouse,Electronics,46.05,71.55,58.80,682
SKU-697,Bluetooth Speaker,Electronics,33.37,59.63,46.50,825
SKU-698,Whole Wheat Bread,Food,181.73,282.67,232.20,941
SKU-699,Portable Power Bank,Electronics,15.67,27.09,21.38,853
SKU-700,Alcohol-Free Toner,Skincare,24.73,38.55,31.64,628
SKU-701,Hydrating Moisturizer,Skincare,296.66,392.23,344.45,235
SKU-702,Gentle Face Cleanser,Skincare,159.63,184.56,172.10,212
SKU-703,USB-C Charging Cable,Electronics,246.13,436.87,341.50,255
SKU-704,Revitalizing Hair Serum,Haircare,253.67,306.25,279.96,921
SKU-705,Dry Shampoo,Haircare,365.74,650.94,508.34,191
SKU-706,Strengthening Shampoo,Haircare,302.37,435.90,369.14,725
SKU-707,Argan Oil Conditioner,Haircare,288.04,462.97,375.50,483
SKU-708,USB-C Charging Cable,Electronics,105.03,169.40,137.22,758
SKU-709,Night Repair Serum,Skincare,95.69,151.58,123.64,990
SKU-710,LED 24-inch Monitor,Electronics,375.18,665.59,520.38,264
SKU-711,Hydrating Moisturizer,Skincare,245.64,291.80,268.72,960
SKU-712,Gentle Face Cleanser,Skincare,396.34,572.53,484.43,758
SKU-713,USB-C Charging Cable,Electronics,153.43,199.12,176.28,198
SKU-714,Night Repair Serum,Skincare,228.76,388.15,308.46,947
SKU-715,Dry Shampoo,Haircare,233.94,259.06,246.50,513
SKU-716,Wireless Mouse,Electronics,123.21,184.90,154.06,656
SKU-717,Fresh Milk,Food,46.04,67.76,56.90,36
SKU-718,Whole Wheat Bread,Food,226.61,368.32,297.47,954
SKU-719,Blush Palette,Cosmetics,312.39,438.16,375.28,269
SKU-720,Alcohol-Free Toner,Skincare,217.22,319.06,268.14,136
SKU-721,Organic Apple,Food,33.86,53.25,43.56,244
SKU-722,Argan Oil Conditioner,Haircare,71.50,99.78,85.64,975
SKU-723,Sunscreen SPF50,Skincare,119.54,160.93,140.24,99
SKU-724,Night Repair Serum,Skincare,115.46,164.81,140.14,280
SKU-725,Dry Shampoo,Haircare,201.99,270.55,236.27,273
SKU-726,Strengthening Shampoo,Haircare,34.38,49.53,41.96,951
SKU-727,Argan Oil Conditioner,Haircare,332.66,532.77,432.72,165
SKU-728,Sunscreen SPF50,Skincare,277.82,409.88,343.85,562
SKU-729,Basmati Rice,Food,408.41,519.23,463.82,478
SKU-730,Dry Shampoo,Haircare,31.02,38.13,34.58,127
SKU-731,Organic Apple,Food,250.41,296.95,273.68,161
SKU-732,Gentle Face Cleanser,Skincare,260.48,425.12,342.80,786
SKU-733,Sunscreen SPF50,Skincare,123.94,146.87,135.40,862
SKU-734,Basmati Rice,Food,175.60,198.79,187.20,350
SKU-735,Extra Virgin Olive Oil,Food,459.36,741.84,600.60,190
SKU-736,Matte Liquid Lipstick,Cosmetics,295.01,443.18,369.10,851
SKU-737,Gentle Face Cleanser,Skincare,306.23,544.54,425.38,975
SKU-738,Heat Protectant Spray,Haircare,172.03,191.39,181.71,420
SKU-739,Revitalizing Hair Serum,Haircare,128.17,154.16,141.16,358
SKU-740,Alcohol-Free Toner,Skincare,174.62,304.86,239.74,185
SKU-741,Matte Liquid Lipstick,Cosmetics,266.36,345.62,305.99,202
SKU-742,Argan Oil Conditioner,Haircare,482.13,696.23,589.18,455
SKU-743,Sunscreen SPF50,Skincare,355.38,600.45,477.92,725
SKU-744,Revitalizing Hair Serum,Haircare,129.03,157.15,143.09,604
SKU-745,Dry Shampoo,Haircare,198.98,342.70,270.84,565
SKU-746,Hydrating Moisturizer,Skincare,372.77,563.69,468.23,960
SKU-747,Full Coverage Foundation,Cosmetics,461.80,646.69,554.24,521
SKU-748,USB-C Charging Cable,Electronics,378.03,419.68,398.86,538
SKU-749,Revitalizing Hair Serum,Haircare,77.84,136.97,107.40,878
SKU-750,Alcohol-Free Toner,Skincare,126.74,159.27,143.00,878
SKU-751,Hydrating Moisturizer,Skincare,457.25,617.97,537.61,763
SKU-752,Fresh Milk,Food,489.70,592.05,540.88,281
SKU-753,Heat Protectant Spray,Haircare,438.96,717.88,578.42,713
SKU-754,Basmati Rice,Food,101.54,165.57,133.56,64
SKU-755,Dry Shampoo,Haircare,223.46,389.77,306.62,584
SKU-756,Matte Liquid Lipstick,Cosmetics,481.44,688.20,584.82,756
SKU-757,Full Coverage Foundation,Cosmetics,59.41,81.87,70.64,562
SKU-758,Waterproof Eyeliner,Cosmetics,338.92,428.73,383.83,818
SKU-759,Night Repair Serum,Skincare,270.78,376.39,323.58,387
SKU-760,Alcohol-Free Toner,Skincare,59.39,88.10,73.74,248
SKU-761,Matte Liquid Lipstick,Cosmetics,77.68,100.66,89.17,135
SKU-762,Bluetooth Speaker,Electronics,410.32,730.41,570.36,138
SKU-763,USB-C Charging Cable,Electronics,256.15,330.18,293.16,828
SKU-764,Basmati Rice,Food,129.00,199.75,164.38,128
SKU-765,Alcohol-Free Toner,Skincare,222.22,332.17,277.20,977
SKU-766,Hydrating Moisturizer,Skincare,15.47,20.01,17.74,838
SKU-767,Fresh Milk,Food,493.90,740.96,617.43,562
SKU-768,Heat Protectant Spray,Haircare,429.53,664.69,547.11,288
SKU-769,Basmati Rice,Food,413.59,559.22,486.40,126
SKU-770,Dry Shampoo,Haircare,111.67,131.24,121.46,305
SKU-771,Organic Apple,Food,474.19,526.60,500.40,160
SKU-772,Fresh Milk,Food,400.91,604.12,502.52,125
SKU-773,Sunscreen SPF50,Skincare,350.02,485.94,417.98,815
SKU-774,Night Repair Serum,Skincare,27.55,36.87,32.21,908
SKU-775,Dry Shampoo,Haircare,27.11,39.77,33.44,34
SKU-776,Strengthening Shampoo,Haircare,387.18,440.41,413.80,54
SKU-777,Gentle Face Cleanser,Skincare,63.70,92.20,77.95,262
SKU-778,Whole Wheat Bread,Food,292.88,367.50,330.19,701
SKU-779,Blush Palette,Cosmetics,473.21,743.59,608.40,945
SKU-780,Dry Shampoo,Haircare,471.64,781.47,626.56,284
SKU-781,Organic Apple,Food,491.56,619.41,555.48,857
SKU-782,Argan Oil Conditioner,Haircare,498.89,658.62,578.76,760
SKU-783,Whole Wheat Bread,Food,169.51,254.13,211.82,868
SKU-784,Blush Palette,Cosmetics,193.98,307.25,250.62,799
SKU-785,LED 24-inch Monitor,Electronics,374.50,546.88,460.69,203
