Sale_ID,Order_ID,SKU,Selling_Price,Discount_%,Sale_Date,Region,Order_Status,Final_Qty,Total_Revenue
SALE-1253,ORD-2521,SKU-628,566.78,10,6/2/2024,East,Delivered,12,6121.224
SALE-1254,ORD-2522,SKU-764,199.75,0,9/12/2024,North,Delivered,90,17977.5
SALE-1255,ORD-2523,SKU-805,158.4,5,5/18/2024,West,Delivered,50,7524
SALE-1257,ORD-2528,SKU-514,55.96,0,4/8/2024,North,Delivered,46,2574.16
SALE-1258,ORD-2530,SKU-981,543.27,20,3/6/2024,South,Delivered,91,39550.056
SALE-1259,ORD-2532,SKU-295,330.66,0,8/16/2024,North,Delivered,56,18516.96
SALE-1262,ORD-2538,SKU-378,539.2,15,7/19/2024,South,Delivered,63,28874.16
SALE-1263,ORD-2540,SKU-2,240.12,5,5/26/2024,West,Delivered,8,1824.912
SALE-1267,ORD-2548,SKU-578,388.55,5,5/10/2024,East,Delivered,86,31744.535
SALE-1268,ORD-2549,SKU-134,532.14,10,11/22/2024,North,Delivered,86,41187.636
SALE-1271,ORD-2552,SKU-746,563.69,5,9/2/2024,East,Delivered,30,16065.165
SALE-1278,ORD-2572,SKU-41,374.03,10,11/29/2024,South,Delivered,14,4712.778
SALE-1326,ORD-2667,SKU-404,49.38,5,1/13/2024,West,Delivered,15,703.665
SALE-1282,ORD-2577,SKU-122,519.71,5,10/15/2024,East,Delivered,100,49372.45
SALE-1283,ORD-2579,SKU-801,437.7,0,3/22/2024,West,Delivered,70,30639
SALE-1284,ORD-2580,SKU-151,257.37,15,9/19/2024,West,Delivered,18,3937.761
SALE-1286,ORD-2586,SKU-550,235.79,0,10/14/2024,South,Delivered,43,10138.97
SALE-1295,ORD-2601,SKU-792,798.37,20,3/28/2024,West,Delivered,42,26825.232
SALE-1297,ORD-2608,SKU-340,12.45,0,4/15/2024,East,Delivered,30,373.5
SALE-1298,ORD-2610,SKU-805,158.4,5,3/13/2024,East,Delivered,16,2407.68
SALE-1301,ORD-2613,SKU-182,232.23,10,5/29/2024,South,Delivered,41,8569.287
SALE-1306,ORD-2623,SKU-11,268.24,0,7/1/2024,East,Delivered,54,14484.96
SALE-1308,ORD-2628,SKU-144,336.97,5,6/9/2024,South,Delivered,17,5442.0655
SALE-1309,ORD-2629,SKU-757,81.87,0,7/14/2024,West,Delivered,13,1064.31
SALE-1311,ORD-2632,SKU-105,179.75,5,8/13/2024,North,Delivered,14,2390.675
SALE-1315,ORD-2642,SKU-712,572.53,5,11/18/2024,South,Delivered,34,18492.719
SALE-1316,ORD-2643,SKU-492,174.26,20,10/10/2024,West,Delivered,9,1254.672
SALE-1320,ORD-2654,SKU-840,437.22,0,11/26/2024,East,Delivered,57,24921.54
SALE-1321,ORD-2656,SKU-133,577.26,20,1/17/2024,West,Delivered,85,39253.68
SALE-1323,ORD-2660,SKU-562,466.52,0,12/29/2024,East,Delivered,42,19593.84
SALE-1329,ORD-2677,SKU-771,526.6,5,8/21/2024,East,Delivered,57,28515.39
SALE-1335,ORD-2691,SKU-145,690.42,20,3/6/2024,East,Delivered,93,51367.248
SALE-1337,ORD-2695,SKU-581,39.68,10,2/12/2024,North,Delivered,62,2214.144
SALE-1339,ORD-2701,SKU-905,49.42,10,10/4/2024,East,Delivered,98,4358.844
SALE-1342,ORD-2705,SKU-226,857.79,15,6/25/2024,South,Delivered,33,24061.0095
SALE-1343,ORD-2706,SKU-795,478.49,10,6/24/2024,West,Delivered,100,43064.1
SALE-1344,ORD-2707,SKU-359,410.74,5,5/29/2024,North,Delivered,54,21070.962
SALE-1345,ORD-2709,SKU-386,216.26,15,6/6/2024,South,Delivered,21,3860.241
SALE-1347,ORD-2711,SKU-433,752.52,10,9/29/2024,North,Delivered,77,52149.636
SALE-1349,ORD-2713,SKU-714,388.15,5,4/25/2024,West,Delivered,9,3318.6825
SALE-1350,ORD-2714,SKU-673,164.05,15,6/18/2024,West,Delivered,10,1394.425
SALE-1351,ORD-2716,SKU-386,216.26,20,5/11/2024,West,Delivered,25,4325.2
SALE-1353,ORD-2719,SKU-38,586.1,15,7/7/2024,North,Delivered,51,25407.435
SALE-1355,ORD-2721,SKU-218,377.69,5,11/20/2024,West,Delivered,46,16505.053
SALE-1363,ORD-2738,SKU-402,397.9,10,2/29/2024,South,Delivered,77,27574.47
SALE-1364,ORD-2740,SKU-510,42.02,5,11/17/2024,West,Delivered,79,3153.601
SALE-1365,ORD-2741,SKU-780,781.47,5,4/28/2024,South,Delivered,17,12620.7405
SALE-1367,ORD-2743,SKU-910,377.62,10,4/30/2024,East,Delivered,77,26169.066
SALE-1371,ORD-2748,SKU-135,184.6,0,12/21/2024,South,Delivered,17,3138.2
SALE-1374,ORD-2751,SKU-934,680.46,10,3/29/2024,East,Delivered,17,10411.038
SALE-1375,ORD-2753,SKU-503,490.93,5,4/23/2024,West,Delivered,29,13525.1215
SALE-1376,ORD-2754,SKU-605,494.91,10,12/27/2024,South,Delivered,28,12471.732
SALE-1378,ORD-2756,SKU-579,478.04,0,10/3/2024,West,Delivered,74,35374.96
SALE-1379,ORD-2757,SKU-576,446.96,5,3/17/2024,West,Delivered,30,12738.36
SALE-1382,ORD-2762,SKU-132,274.05,20,2/29/2024,West,Delivered,15,3288.6
SALE-1384,ORD-2764,SKU-772,604.12,15,7/22/2024,South,Delivered,47,24134.594
SALE-1386,ORD-2775,SKU-913,184.62,5,8/10/2024,West,Delivered,79,13855.731
SALE-1388,ORD-2778,SKU-877,867.05,5,11/8/2024,South,Delivered,96,79074.96
SALE-1389,ORD-2779,SKU-681,22.31,0,1/21/2024,East,Delivered,76,1695.56
SALE-1391,ORD-2782,SKU-445,305.9,5,6/16/2024,South,Delivered,4,1162.42
SALE-1392,ORD-2786,SKU-101,322.08,15,11/3/2024,East,Delivered,72,19711.296
SALE-1395,ORD-2791,SKU-342,217.2,5,6/30/2024,East,Delivered,16,3301.44
SALE-1399,ORD-2798,SKU-279,51.04,20,11/8/2024,East,Delivered,96,3919.872
SALE-1400,ORD-2799,SKU-193,178.83,0,1/7/2024,South,Delivered,43,7689.69
SALE-1401,ORD-2801,SKU-544,514.8,20,3/5/2024,East,Delivered,64,26357.76
SALE-1405,ORD-2811,SKU-930,81.95,20,5/23/2024,West,Delivered,75,4917
SALE-1406,ORD-2812,SKU-188,136.69,20,8/15/2024,North,Delivered,48,5248.896
SALE-1408,ORD-2815,SKU-620,244.94,5,4/21/2024,North,Delivered,52,12100.036
SALE-1410,ORD-2817,SKU-530,104.93,15,5/4/2024,South,Delivered,49,4370.3345
SALE-1416,ORD-2830,SKU-292,463.65,15,7/25/2024,South,Delivered,13,5123.3325
SALE-1417,ORD-2831,SKU-461,130.43,20,11/13/2024,East,Delivered,75,7825.8
SALE-1418,ORD-2832,SKU-39,218.64,10,5/8/2024,West,Delivered,81,15938.856
SALE-1420,ORD-2844,SKU-350,501.45,20,5/12/2024,South,Delivered,92,36906.72
SALE-1422,ORD-2848,SKU-653,172.25,15,2/11/2024,North,Delivered,2,292.825
SALE-1426,ORD-2855,SKU-683,547.74,15,2/4/2024,West,Delivered,34,15829.686
SALE-1429,ORD-2862,SKU-668,278.68,5,1/29/2024,North,Delivered,53,14031.538
SALE-1430,ORD-2863,SKU-685,191.41,15,7/30/2024,West,Delivered,6,976.191
SALE-1435,ORD-2874,SKU-327,403.74,10,5/7/2024,South,Delivered,54,19621.764
SALE-1439,ORD-2882,SKU-354,399.11,20,6/30/2024,West,Delivered,37,11813.656
SALE-1440,ORD-2883,SKU-743,600.45,5,10/30/2024,South,Delivered,40,22817.1
SALE-1441,ORD-2889,SKU-745,342.7,0,9/30/2024,North,Delivered,4,1370.8
SALE-1443,ORD-2895,SKU-521,588.83,20,2/16/2024,South,Delivered,30,14131.92
SALE-1447,ORD-2901,SKU-162,672.81,20,12/20/2024,East,Delivered,63,33909.624
SALE-1451,ORD-2908,SKU-288,883.49,20,8/5/2024,East,Delivered,13,9188.296
SALE-1452,ORD-2910,SKU-220,618.22,20,8/21/2024,West,Delivered,90,44511.84
SALE-1460,ORD-2925,SKU-523,177.08,20,9/15/2024,East,Delivered,7,991.648
SALE-1461,ORD-2926,SKU-362,469.4,15,4/29/2024,South,Delivered,4,1595.96
SALE-1462,ORD-2927,SKU-219,609.14,10,3/17/2024,West,Delivered,32,17543.232
SALE-1463,ORD-2928,SKU-572,421.51,20,4/9/2024,South,Delivered,88,29674.304
SALE-1466,ORD-2933,SKU-747,646.69,5,1/21/2024,West,Delivered,16,9829.688
SALE-1467,ORD-2934,SKU-797,331.27,5,9/16/2024,East,Delivered,73,22973.5745
SALE-1470,ORD-2938,SKU-773,485.94,5,7/15/2024,West,Delivered,60,27698.58
SALE-1471,ORD-2939,SKU-684,857.78,20,8/31/2024,South,Delivered,70,48035.68
SALE-1472,ORD-2941,SKU-317,93,0,3/27/2024,South,Delivered,59,5487
SALE-1473,ORD-2942,SKU-844,19.19,5,3/23/2024,South,Delivered,58,1057.369
SALE-1474,ORD-2944,SKU-925,705.29,5,5/19/2024,East,Delivered,66,44221.683
SALE-1475,ORD-2945,SKU-438,333.06,10,7/9/2024,North,Delivered,17,5095.818
SALE-1478,ORD-2949,SKU-861,781.9,10,10/14/2024,South,Delivered,1,703.71
SALE-1480,ORD-2953,SKU-332,447.28,0,8/6/2024,North,Delivered,99,44280.72
SALE-1481,ORD-2954,SKU-881,404.99,10,11/15/2024,North,Delivered,42,15308.622
SALE-1485,ORD-2958,SKU-828,380.54,0,5/10/2024,North,Delivered,35,13318.9
SALE-1489,ORD-2966,SKU-517,798.91,15,9/9/2024,North,Delivered,24,16297.764
SALE-1493,ORD-2973,SKU-837,489.03,10,7/30/2024,West,Delivered,63,27728.001
SALE-1494,ORD-2975,SKU-416,364.91,10,1/13/2024,South,Delivered,90,29557.71
SALE-1495,ORD-2976,SKU-26,697.69,20,6/2/2024,West,Delivered,56,31256.512
SALE-1497,ORD-2979,SKU-535,353.05,10,2/8/2024,South,Delivered,70,22242.15
SALE-1498,ORD-2980,SKU-614,393.05,0,7/31/2024,East,Delivered,51,20045.55
SALE-1500,ORD-2982,SKU-458,635.2,10,11/1/2024,East,Delivered,81,46306.08
SALE-1502,ORD-2985,SKU-88,373.8,20,10/11/2024,West,Delivered,50,14952
SALE-1503,ORD-2986,SKU-747,646.69,20,9/19/2024,North,Delivered,59,30523.768
SALE-1504,ORD-2987,SKU-187,150.62,20,4/24/2024,East,Delivered,38,4578.848
SALE-1505,ORD-2990,SKU-313,202.85,0,8/15/2024,East,Delivered,44,8925.4
SALE-1506,ORD-2996,SKU-393,662.58,5,10/11/2024,West,Delivered,60,37767.06
SALE-1511,ORD-3005,SKU-17,37.82,15,3/7/2024,North,Delivered,44,1414.468
SALE-1512,ORD-3006,SKU-842,641.06,0,4/2/2024,South,Delivered,46,29488.76
SALE-1514,ORD-3011,SKU-563,447.52,0,10/18/2024,North,Delivered,92,41171.84
SALE-1516,ORD-3016,SKU-871,41.45,20,8/13/2024,East,Delivered,5,165.8
SALE-1518,ORD-3023,SKU-699,27.09,20,2/18/2024,South,Delivered,45,975.24
SALE-1519,ORD-3025,SKU-731,296.95,10,7/24/2024,South,Delivered,85,22716.675
SALE-1520,ORD-3026,SKU-338,248.07,0,3/18/2024,North,Delivered,52,12899.64
SALE-1522,ORD-3030,SKU-255,316.37,20,12/7/2024,West,Delivered,84,21260.064
SALE-1523,ORD-3032,SKU-58,46.15,20,11/12/2024,North,Delivered,92,3396.64
SALE-1524,ORD-3035,SKU-377,249.07,15,11/30/2024,West,Delivered,57,12067.4415
SALE-1525,ORD-3036,SKU-164,217.69,15,10/10/2024,West,Delivered,69,12767.5185
SALE-1526,ORD-3040,SKU-67,424.75,20,11/21/2024,South,Delivered,82,27863.6
SALE-1528,ORD-3046,SKU-71,594.58,0,10/20/2024,North,Delivered,50,29729
SALE-1531,ORD-3050,SKU-419,516.59,20,2/12/2024,North,Delivered,58,23969.776
SALE-1532,ORD-3052,SKU-355,16.72,10,1/9/2024,South,Delivered,67,1008.216
SALE-1533,ORD-3053,SKU-162,672.81,10,8/10/2024,East,Delivered,82,49653.378
SALE-1534,ORD-3055,SKU-272,170.35,0,9/17/2024,North,Delivered,8,1362.8
SALE-1536,ORD-3065,SKU-211,234.77,15,8/28/2024,West,Delivered,13,2594.2085
SALE-1538,ORD-3072,SKU-965,257.44,10,2/12/2024,North,Delivered,52,12048.192
SALE-1539,ORD-3074,SKU-612,710.4,0,3/17/2024,South,Delivered,72,51148.8
SALE-1541,ORD-3078,SKU-384,86.16,15,8/23/2024,East,Delivered,16,1171.776
SALE-1542,ORD-3082,SKU-666,19.38,20,1/8/2024,West,Delivered,81,1255.824
SALE-1546,ORD-3096,SKU-591,572.24,20,8/5/2024,North,Delivered,83,37996.736
SALE-1548,ORD-3099,SKU-674,319.43,15,6/8/2024,West,Delivered,31,8416.9805
SALE-1549,ORD-3100,SKU-603,648.52,0,6/7/2024,North,Delivered,81,52530.12
SALE-1550,ORD-3101,SKU-104,85.55,20,9/16/2024,South,Delivered,3,205.32
SALE-1553,ORD-3106,SKU-751,617.97,10,1/7/2024,East,Delivered,4,2224.692
SALE-1554,ORD-3108,SKU-188,136.69,15,10/28/2024,South,Delivered,17,1975.1705
SALE-1555,ORD-3109,SKU-461,130.43,20,3/22/2024,East,Delivered,43,4486.792
SALE-1556,ORD-3110,SKU-608,595.98,10,11/12/2024,North,Delivered,37,19846.134
SALE-1557,ORD-3111,SKU-817,284.32,20,8/20/2024,West,Delivered,58,13192.448
SALE-1559,ORD-3113,SKU-820,379.54,10,6/19/2024,East,Delivered,26,8881.236
SALE-1560,ORD-3114,SKU-736,443.18,10,1/22/2024,West,Delivered,56,22336.272
SALE-1562,ORD-3116,SKU-771,526.6,5,6/23/2024,North,Delivered,3,1500.81
SALE-1568,ORD-3123,SKU-554,100.25,10,12/4/2024,West,Delivered,73,6586.425
SALE-1570,ORD-3127,SKU-600,418.19,0,5/24/2024,East,Delivered,47,19654.93
SALE-1571,ORD-3128,SKU-274,203.57,10,3/15/2024,North,Delivered,51,9343.863
SALE-1574,ORD-3131,SKU-685,191.41,15,2/2/2024,West,Delivered,4,650.794
SALE-1575,ORD-3132,SKU-956,482.63,5,5/6/2024,North,Delivered,97,44474.3545
SALE-1577,ORD-3134,SKU-2,240.12,0,10/19/2024,South,Delivered,50,12006
SALE-1578,ORD-3135,SKU-366,327.81,0,5/18/2024,South,Delivered,5,1639.05
SALE-1581,ORD-3138,SKU-536,256.68,5,5/22/2024,South,Delivered,19,4633.074
SALE-1582,ORD-3139,SKU-889,511.36,10,6/20/2024,East,Delivered,53,24391.872
SALE-1583,ORD-3145,SKU-391,300.96,20,5/27/2024,West,Delivered,90,21669.12
SALE-1587,ORD-3152,SKU-95,37.39,10,10/4/2024,North,Delivered,7,235.557
SALE-1588,ORD-3153,SKU-816,404.31,10,4/12/2024,North,Delivered,56,20377.224
SALE-1589,ORD-3155,SKU-985,42.87,20,1/5/2024,East,Delivered,38,1303.248
SALE-1590,ORD-3156,SKU-594,50.54,0,2/5/2024,North,Delivered,58,2931.32
SALE-1591,ORD-3157,SKU-519,416.66,0,11/7/2024,South,Delivered,24,9999.84
SALE-1593,ORD-3161,SKU-445,305.9,5,10/21/2024,East,Delivered,25,7265.125
SALE-1594,ORD-3163,SKU-359,410.74,5,4/30/2024,West,Delivered,40,15608.12
SALE-1595,ORD-3164,SKU-608,595.98,10,4/11/2024,East,Delivered,3,1609.146
SALE-1600,ORD-3172,SKU-310,584.51,10,2/3/2024,South,Delivered,86,45241.074
SALE-1602,ORD-3177,SKU-632,296.44,10,8/24/2024,West,Delivered,53,14140.188
SALE-1603,ORD-3179,SKU-674,319.43,15,1/10/2024,West,Delivered,39,10589.1045
SALE-1605,ORD-3183,SKU-733,146.87,10,1/20/2024,West,Delivered,78,10310.274
SALE-1606,ORD-3184,SKU-606,107.78,5,8/26/2024,East,Delivered,83,8498.453
SALE-1609,ORD-3189,SKU-407,629.27,5,9/21/2024,West,Delivered,20,11956.13
SALE-1611,ORD-3192,SKU-405,43.91,20,5/9/2024,South,Delivered,79,2775.112
SALE-1612,ORD-3197,SKU-516,117.4,0,12/7/2024,East,Delivered,77,9039.8
SALE-1614,ORD-3199,SKU-473,522.24,10,4/23/2024,North,Delivered,74,34781.184
SALE-1616,ORD-3207,SKU-996,359.49,5,7/22/2024,East,Delivered,97,33127.0035
SALE-1618,ORD-3209,SKU-183,492.12,15,9/11/2024,East,Delivered,11,4601.322
SALE-1619,ORD-3210,SKU-928,442.32,5,7/16/2024,South,Delivered,91,38238.564
SALE-1620,ORD-3211,SKU-171,217.09,15,7/12/2024,West,Delivered,53,9779.9045
SALE-1621,ORD-3214,SKU-807,234.34,15,11/23/2024,South,Delivered,34,6772.426
SALE-1622,ORD-3216,SKU-349,113.86,20,5/11/2024,West,Delivered,23,2095.024
SALE-1624,ORD-3221,SKU-68,186.36,20,3/26/2024,South,Delivered,36,5367.168
SALE-1625,ORD-3224,SKU-133,577.26,20,9/17/2024,East,Delivered,77,35559.216
SALE-1626,ORD-3225,SKU-484,284.9,0,4/2/2024,West,Delivered,80,22792
SALE-1628,ORD-3228,SKU-817,284.32,5,2/12/2024,East,Delivered,53,14315.512
SALE-1629,ORD-3230,SKU-896,356.15,5,6/9/2024,South,Delivered,24,8120.22
SALE-1630,ORD-3235,SKU-282,94.52,10,11/29/2024,West,Delivered,81,6890.508
SALE-1631,ORD-3238,SKU-338,248.07,5,11/5/2024,West,Delivered,18,4241.997
SALE-1632,ORD-3240,SKU-192,352.22,10,2/14/2024,East,Delivered,5,1584.99
SALE-1635,ORD-3246,SKU-441,440.59,5,8/23/2024,West,Delivered,28,11719.694
SALE-1637,ORD-3249,SKU-237,423.55,10,12/4/2024,North,Delivered,33,12579.435
SALE-1638,ORD-3250,SKU-341,790.05,15,8/6/2024,West,Delivered,24,16117.02
SALE-1639,ORD-3251,SKU-540,161.8,15,9/7/2024,South,Delivered,18,2475.54
SALE-1640,ORD-3252,SKU-428,719.52,0,5/27/2024,North,Delivered,69,49646.88
SALE-1642,ORD-3254,SKU-288,883.49,0,6/10/2024,West,Delivered,72,63611.28
SALE-1644,ORD-3258,SKU-797,331.27,20,4/7/2024,West,Delivered,67,17756.072
SALE-1646,ORD-3263,SKU-802,120.78,20,11/20/2024,North,Delivered,15,1449.36
SALE-1649,ORD-3267,SKU-207,559.21,20,11/3/2024,North,Delivered,98,43842.064
SALE-1651,ORD-3269,SKU-701,392.23,10,10/25/2024,West,Delivered,21,7413.147
SALE-1652,ORD-3271,SKU-272,170.35,15,9/22/2024,South,Delivered,75,10859.8125
SALE-1654,ORD-3274,SKU-348,559.7,15,12/13/2024,East,Delivered,58,27593.21
SALE-1655,ORD-3277,SKU-369,114.17,0,2/7/2024,West,Delivered,76,8676.92
SALE-1656,ORD-3278,SKU-419,516.59,20,7/2/2024,North,Delivered,20,8265.44
SALE-1657,ORD-3279,SKU-884,240.85,0,1/2/2024,North,Delivered,24,5780.4
SALE-1659,ORD-3283,SKU-938,353.89,15,4/5/2024,West,Delivered,48,14438.712
SALE-1660,ORD-3284,SKU-352,469.85,15,8/25/2024,East,Delivered,46,18371.135
SALE-1661,ORD-3285,SKU-688,160.37,15,12/25/2024,South,Delivered,96,13086.192
SALE-1667,ORD-3295,SKU-84,379.53,0,3/17/2024,South,Delivered,65,24669.45
SALE-1668,ORD-3296,SKU-743,600.45,10,5/15/2024,North,Delivered,60,32424.3
SALE-1670,ORD-3313,SKU-945,214.81,10,12/5/2024,North,Delivered,28,5413.212
SALE-1672,ORD-3316,SKU-719,438.16,20,3/15/2024,North,Delivered,33,11567.424
SALE-1674,ORD-3326,SKU-810,142.04,20,9/10/2024,West,Delivered,61,6931.552
SALE-1675,ORD-3327,SKU-880,631.42,15,10/30/2024,East,Delivered,64,34349.248
SALE-1677,ORD-3329,SKU-72,495.58,10,6/15/2024,North,Delivered,39,17394.858
SALE-1679,ORD-3334,SKU-603,648.52,0,10/21/2024,East,Delivered,3,1945.56
SALE-1683,ORD-3339,SKU-555,115.88,20,11/3/2024,South,Delivered,18,1668.672
SALE-1685,ORD-3343,SKU-504,341.37,20,8/24/2024,North,Delivered,42,11470.032
SALE-1686,ORD-3344,SKU-256,700.91,15,3/21/2024,North,Delivered,50,29788.675
SALE-1687,ORD-3345,SKU-586,293.26,5,3/3/2024,South,Delivered,38,10586.686
SALE-1688,ORD-3347,SKU-372,112.57,15,10/17/2024,East,Delivered,50,4784.225
SALE-1690,ORD-3353,SKU-927,295.55,10,4/28/2024,West,Delivered,52,13831.74
SALE-1691,ORD-3354,SKU-864,299.74,10,2/1/2024,East,Delivered,97,26167.302
SALE-1692,ORD-3358,SKU-957,602.46,5,3/11/2024,South,Delivered,37,21176.469
SALE-1695,ORD-3364,SKU-910,377.62,0,3/9/2024,East,Delivered,61,23034.82
SALE-1699,ORD-3370,SKU-557,796.39,5,6/30/2024,West,Delivered,73,55229.6465
SALE-1702,ORD-3377,SKU-948,350.3,15,3/1/2024,West,Delivered,45,13398.975
SALE-1703,ORD-3379,SKU-715,259.06,5,1/3/2024,South,Delivered,7,1722.749
SALE-1705,ORD-3385,SKU-853,717.95,15,2/6/2024,East,Delivered,79,48210.3425
SALE-1707,ORD-3389,SKU-420,60.86,0,9/7/2024,South,Delivered,94,5720.84
SALE-1709,ORD-3393,SKU-576,446.96,5,10/19/2024,West,Delivered,35,14861.42
SALE-1710,ORD-3395,SKU-128,390.14,10,12/13/2024,North,Delivered,66,23174.316
SALE-1711,ORD-3398,SKU-394,236.65,5,3/23/2024,South,Delivered,100,22481.75
SALE-1714,ORD-3402,SKU-977,36.66,20,10/10/2024,East,Delivered,20,586.56
SALE-1715,ORD-3403,SKU-761,100.66,5,12/23/2024,North,Delivered,20,1912.54
SALE-1716,ORD-3406,SKU-310,584.51,0,12/8/2024,East,Delivered,21,12274.71
SALE-1719,ORD-3420,SKU-279,51.04,0,6/15/2024,North,Delivered,94,4797.76
SALE-1720,ORD-3422,SKU-452,395.83,15,8/17/2024,South,Delivered,90,30280.995
SALE-1723,ORD-3429,SKU-211,234.77,15,3/8/2024,South,Delivered,10,1995.545
SALE-1724,ORD-3430,SKU-912,79.48,10,11/10/2024,East,Delivered,15,1072.98
SALE-1726,ORD-3435,SKU-837,489.03,10,9/8/2024,North,Delivered,84,36970.668
SALE-1730,ORD-3446,SKU-645,318.68,10,4/22/2024,East,Delivered,33,9464.796
SALE-1731,ORD-3448,SKU-135,184.6,0,9/24/2024,South,Delivered,93,17167.8
SALE-1734,ORD-3452,SKU-497,89.24,10,7/15/2024,East,Delivered,8,642.528
SALE-1735,ORD-3453,SKU-59,242.6,15,11/28/2024,West,Delivered,12,2474.52
SALE-1736,ORD-3456,SKU-889,511.36,0,10/18/2024,West,Delivered,23,11761.28
SALE-1739,ORD-3462,SKU-730,38.13,5,12/20/2024,South,Delivered,23,833.1405
SALE-1740,ORD-3465,SKU-419,516.59,5,5/16/2024,North,Delivered,13,6379.8865
SALE-1744,ORD-3471,SKU-54,557.25,5,11/18/2024,West,Delivered,99,52409.3625
SALE-1747,ORD-3477,SKU-963,18.79,5,8/3/2024,West,Delivered,33,589.0665
SALE-1749,ORD-3483,SKU-799,284.82,20,9/13/2024,East,Delivered,30,6835.68
SALE-1750,ORD-3489,SKU-45,520.2,5,11/9/2024,South,Delivered,12,5930.28
SALE-1752,ORD-3491,SKU-884,240.85,20,12/24/2024,North,Delivered,51,9826.68
SALE-1753,ORD-3492,SKU-175,56.72,15,12/22/2024,West,Delivered,14,674.968
SALE-1754,ORD-3493,SKU-372,112.57,10,5/10/2024,North,Delivered,97,9827.361
SALE-1755,ORD-3497,SKU-7,120.09,20,6/26/2024,West,Delivered,98,9415.056
SALE-1759,ORD-3503,SKU-591,572.24,5,5/18/2024,West,Delivered,95,51644.66
SALE-1760,ORD-3505,SKU-556,334.27,5,3/27/2024,West,Delivered,97,30802.9805
SALE-1763,ORD-3516,SKU-268,172.19,15,2/19/2024,West,Delivered,10,1463.615
SALE-1766,ORD-3521,SKU-715,259.06,5,7/13/2024,West,Delivered,64,15750.848
SALE-1770,ORD-3528,SKU-642,597.03,20,12/5/2024,East,Delivered,4,1910.496
SALE-1772,ORD-3533,SKU-903,418.34,10,3/29/2024,South,Delivered,22,8283.132
SALE-1773,ORD-3536,SKU-342,217.2,10,6/10/2024,North,Delivered,98,19157.04
SALE-1777,ORD-3542,SKU-216,51.26,10,3/23/2024,East,Delivered,51,2352.834
SALE-1778,ORD-3545,SKU-652,143.95,5,4/28/2024,South,Delivered,63,8615.4075
SALE-1782,ORD-3553,SKU-612,710.4,0,3/11/2024,East,Delivered,18,12787.2
SALE-1789,ORD-3570,SKU-40,34.78,15,7/28/2024,West,Delivered,6,177.378
SALE-1795,ORD-3578,SKU-493,191.67,20,5/18/2024,North,Delivered,54,8280.144
SALE-1796,ORD-3579,SKU-589,111.58,0,6/7/2024,North,Delivered,98,10934.84
SALE-1800,ORD-3586,SKU-110,495.92,10,6/17/2024,West,Delivered,29,12943.512
SALE-1801,ORD-3589,SKU-116,269.38,10,7/15/2024,North,Delivered,57,13819.194
SALE-1805,ORD-3594,SKU-122,519.71,0,4/16/2024,East,Delivered,63,32741.73
SALE-1806,ORD-3595,SKU-403,200.33,0,11/18/2024,East,Delivered,29,5809.57
SALE-1807,ORD-3598,SKU-576,446.96,15,4/28/2024,East,Delivered,66,25074.456
SALE-1808,ORD-3600,SKU-623,730.73,0,11/4/2024,West,Delivered,80,58458.4
SALE-1809,ORD-3603,SKU-12,265.8,0,12/20/2024,South,Delivered,3,797.4
SALE-1810,ORD-3605,SKU-50,214.69,20,1/10/2024,North,Delivered,1,171.752
SALE-1811,ORD-3606,SKU-3,416.65,15,11/24/2024,East,Delivered,97,34352.7925
SALE-1813,ORD-3608,SKU-397,297.18,0,11/5/2024,West,Delivered,13,3863.34
SALE-1815,ORD-3610,SKU-358,561.07,15,7/7/2024,East,Delivered,6,2861.457
SALE-1817,ORD-3613,SKU-420,60.86,5,6/29/2024,North,Delivered,57,3295.569
SALE-1818,ORD-3616,SKU-223,149.77,10,6/13/2024,South,Delivered,9,1213.137
SALE-1819,ORD-3620,SKU-210,83.48,15,3/22/2024,North,Delivered,75,5321.85
SALE-1820,ORD-3626,SKU-634,480.98,5,3/23/2024,North,Delivered,7,3198.517
SALE-1823,ORD-3640,SKU-434,169.69,15,6/19/2024,West,Delivered,89,12837.0485
SALE-1825,ORD-3644,SKU-988,401.65,10,11/11/2024,South,Delivered,18,6506.73
SALE-1827,ORD-3646,SKU-832,40.36,10,8/6/2024,West,Delivered,77,2796.948
SALE-1828,ORD-3647,SKU-875,482.96,0,11/6/2024,East,Delivered,91,43949.36
SALE-1829,ORD-3650,SKU-432,584.52,20,7/18/2024,West,Delivered,46,21510.336
SALE-1830,ORD-3651,SKU-248,198.39,15,1/3/2024,East,Delivered,20,3372.63
SALE-1831,ORD-3653,SKU-659,229.15,15,10/5/2024,East,Delivered,86,16750.865
SALE-1832,ORD-3655,SKU-998,181.57,5,2/19/2024,West,Delivered,25,4312.2875
SALE-1833,ORD-3656,SKU-306,11.73,0,1/17/2024,North,Delivered,39,457.47
SALE-1834,ORD-3657,SKU-525,109.92,10,6/21/2024,North,Delivered,96,9497.088
SALE-1838,ORD-3664,SKU-183,492.12,5,10/20/2024,West,Delivered,64,29920.896
SALE-1839,ORD-3665,SKU-709,151.58,15,11/20/2024,South,Delivered,80,10307.44
SALE-1840,ORD-3666,SKU-236,666.09,0,5/20/2024,East,Delivered,43,28641.87
SALE-1844,ORD-3675,SKU-128,390.14,10,12/2/2024,East,Delivered,61,21418.686
